frames,k,selector,seed,vendi,n_fail,combo_cov,op_cov,day_cov,bal_acc,auroc,degenerate
4,16,fps,0,3.4395289421081543,9,10,5,5,0.515850144092219,0.5564018114450391,False
4,16,fps,1,3.39732027053833,6,9,5,4,0.4961095100864553,0.6132153149444216,False
4,16,fps,2,3.3645341396331787,8,10,5,4,0.515850144092219,0.562041992589543,False
4,16,fps,3,3.3509607315063477,7,9,5,5,0.5216755866611774,0.5470564018114451,False
4,16,fps,4,3.5009608268737793,8,9,4,5,0.5187319884726225,0.5695347879785919,False
4,16,fps,5,3.4403059482574463,7,9,5,5,0.521613832853026,0.5500205846027172,False
4,16,fps,6,3.4651753902435303,7,8,5,5,0.5201729106628242,0.56904075751338,False
4,16,fps,7,3.434967041015625,7,10,5,5,0.5087690407575134,0.592630712227254,False
4,16,fps,8,3.32067608833313,8,8,4,4,0.4703581720872787,0.5799094277480444,False
4,16,fps,9,3.443927526473999,7,10,5,4,0.5172910662824207,0.6533552902428983,False
4,16,fps,10,3.3614871501922607,6,9,5,5,0.49598600247015234,0.6125977768629066,False
4,16,fps,11,3.2788147926330566,9,9,5,5,0.515850144092219,0.5335117332235488,False
4,16,fps,12,3.3653147220611572,8,9,5,5,0.518793742280774,0.5999176615891313,False
4,16,fps,13,3.352207660675049,7,8,5,5,0.48633182379580076,0.5734046932894195,False
4,16,fps,14,3.2942357063293457,8,10,5,5,0.515850144092219,0.5410456978180321,False
4,16,fps,15,3.4671430587768555,6,10,5,5,0.5130918073281185,0.5574310415808975,False
4,16,fps,16,3.4562628269195557,7,10,5,4,0.5230547550432276,0.6301358583779333,False
4,16,fps,17,3.4655303955078125,5,9,5,5,0.5130918073281185,0.6128447920955126,False
4,16,fps,18,3.4084386825561523,6,9,5,4,0.500247015232606,0.5932894195142034,False
4,16,fps,19,3.41050386428833,7,9,5,5,0.5101482091395636,0.5819678880197612,False
4,16,kmedoid,0,1.9021341800689697,2,9,4,5,0.5542610127624537,0.7647591601482092,False
4,16,kmedoid,1,1.9158687591552734,1,9,5,5,0.5428571428571428,0.753067105804858,False
4,16,kmedoid,2,2.0922937393188477,1,9,5,5,0.512783038287361,0.556648826677645,False
4,16,kmedoid,3,1.8986388444900513,1,9,5,5,0.5156648826677646,0.617085220255249,False
4,16,kmedoid,4,2.041822671890259,0,8,5,5,0.5,0.5,True
4,16,random,0,2.0080530643463135,2,7,5,5,0.5756278303828736,0.6280362289007821,False
4,16,random,1,2.0386228561401367,2,7,3,3,0.5782009057225196,0.6404693289419514,False
4,16,random,2,1.8151904344558716,5,8,3,3,0.5602923013585838,0.5852202552490737,False
4,16,random,3,1.7300268411636353,2,8,3,3,0.5540345821325648,0.592507204610951,False
4,16,random,4,2.036936044692993,5,6,5,5,0.6624331000411692,0.7390284067517497,False
4,16,random,5,1.736615777015686,1,9,4,4,0.5495677233429395,0.5602305475504323,False
4,16,random,6,2.1160361766815186,5,8,5,5,0.6130506381226842,0.6795800741045698,False
4,16,random,7,2.3054094314575195,2,7,4,4,0.5298888431453272,0.5812680115273776,False
4,16,random,8,1.7159879207611084,3,7,4,4,0.5285920131741457,0.48452037875669,False
4,16,random,9,2.2846710681915283,2,7,4,4,0.5569575957184026,0.5554960889254837,False
4,16,random,10,1.7956839799880981,3,9,3,3,0.564738575545492,0.5894606834088102,False
4,16,random,11,2.0835819244384766,2,8,4,4,0.5642239604775627,0.6531906134211609,False
4,16,random,12,2.2304434776306152,1,8,4,4,0.5273363524083985,0.4862494853849321,False
4,16,random,13,1.760212779045105,2,8,3,3,0.6711198023878139,0.6945656648826678,False
4,16,random,14,1.8630561828613281,3,7,4,4,0.506401811445039,0.5333058871963771,False
4,16,random,15,1.8416295051574707,3,8,4,4,0.6217579250720462,0.6315356113627006,False
4,16,random,16,1.7980526685714722,3,8,3,3,0.6584808563194731,0.7205434335117333,False
4,16,random,17,1.7388408184051514,3,10,4,3,0.6449979415397282,0.6922190201729107,False
4,16,random,18,1.7743644714355469,3,7,5,4,0.5793948126801153,0.6052284890901606,False
4,16,random,19,1.818219780921936,4,8,4,4,0.6522025524907369,0.652079044874434,False
4,16,matched_random,0,1.9337302446365356,9,7,4,4,0.567682173734047,0.6142857142857143,False
4,16,matched_random,1,1.9752682447433472,6,8,5,4,0.5792095512556608,0.6304240428159736,False
4,16,matched_random,2,2.2733705043792725,8,9,5,5,0.6287155207904487,0.6736105393165911,False
4,16,matched_random,3,1.8521021604537964,7,9,4,4,0.5546109510086455,0.5586249485384931,False
4,16,matched_random,4,2.1436374187469482,8,8,3,4,0.6165706051873199,0.62972416632359,False
4,16,matched_random,5,1.9269545078277588,7,7,5,4,0.5482708933717579,0.5703993412927131,False
4,16,matched_random,6,1.8439878225326538,7,8,3,3,0.6792095512556607,0.7121449156031289,False
4,16,matched_random,7,1.8129466772079468,7,7,4,4,0.573466447097571,0.653931659118979,False
4,16,matched_random,8,1.8674904108047485,8,9,5,4,0.6335940716344174,0.6994648003293535,False
4,16,matched_random,9,2.418024778366089,7,8,4,5,0.5683820502264306,0.6083161794977358,False
4,16,matched_random,10,1.9538705348968506,6,7,4,3,0.5930629888843145,0.6021407986825855,False
4,16,matched_random,11,2.2885100841522217,9,9,5,5,0.5823178262659531,0.6929188966652944,False
4,16,matched_random,12,2.003293037414551,8,8,4,4,0.6076574722107864,0.6152326060107041,False
4,16,matched_random,13,2.4261634349823,7,8,5,5,0.5644503911074517,0.6463565253190614,False
4,16,matched_random,14,1.832409381866455,8,8,4,4,0.6420749279538905,0.7086867023466448,False
4,16,matched_random,15,1.8166264295578003,6,7,4,4,0.5920131741457391,0.622478386167147,False
4,16,matched_random,16,1.7865355014801025,7,8,4,4,0.6348497324001647,0.6225607245780156,False
4,16,matched_random,17,2.0436723232269287,5,8,5,3,0.7079662412515438,0.7540551667352821,False
4,16,matched_random,18,2.1828367710113525,6,8,5,5,0.5764717990942775,0.5948126801152738,False
4,16,matched_random,19,1.9160172939300537,7,8,5,3,0.6529024289831207,0.6808974886784686,False
4,32,fps,0,3.451066255569458,16,10,5,5,0.5304446274186908,0.693124742692466,False
4,32,fps,1,3.4094595909118652,12,10,5,5,0.617311650885138,0.6248662000823384,False
4,32,fps,2,3.381852865219116,15,10,5,5,0.5470975710168794,0.607986825854261,False
4,32,fps,3,3.3519091606140137,12,10,5,5,0.5493412927130507,0.6258954302181968,False
4,32,fps,4,3.3939146995544434,13,10,5,5,0.589193083573487,0.6904487443392342,False
4,32,fps,5,3.426117420196533,14,10,5,5,0.5486620008233841,0.6486208316179498,False
4,32,fps,6,3.4390103816986084,14,10,5,5,0.5297447509263071,0.6253602305475505,False
4,32,fps,7,3.433037281036377,14,10,5,5,0.5318032111980239,0.599135446685879,False
4,32,fps,8,3.4481325149536133,14,10,5,5,0.5404487443392343,0.6142445450802799,False
4,32,fps,9,3.453503370285034,17,10,5,5,0.538452037875669,0.6145738987237547,False
4,32,fps,10,3.4549107551574707,13,10,5,5,0.5432688349114863,0.6260601070399342,False
4,32,fps,11,3.469801902770996,15,10,5,5,0.5397694524495678,0.652696582955949,False
4,32,fps,12,3.428027391433716,14,10,5,5,0.5385137916838205,0.6277068752573076,False
4,32,fps,13,3.46907377243042,14,10,5,5,0.5405722519555373,0.6280362289007821,False
4,32,fps,14,3.3417766094207764,14,10,5,5,0.5297447509263071,0.6585426101276246,False
4,32,fps,15,3.4284229278564453,14,10,5,5,0.5537463976945245,0.6460271716755867,False
4,32,fps,16,3.4267661571502686,13,10,5,5,0.5681967888019761,0.6226430629888843,False
4,32,fps,17,3.412848949432373,14,10,5,5,0.5344997941539729,0.6195553725813092,False
4,32,fps,18,3.4420108795166016,14,10,5,5,0.5450185261424454,0.6202552490736928,False
4,32,fps,19,3.413083791732788,12,9,5,5,0.5696994648003293,0.6340057636887608,False
4,32,kmedoid,0,2.358135938644409,3,9,4,5,0.5498147385755455,0.6959242486620008,False
4,32,kmedoid,1,2.2370877265930176,3,9,5,5,0.5656648826677645,0.6567311650885138,False
4,32,kmedoid,2,2.2848761081695557,6,9,5,5,0.6110333470564018,0.6654178674351585,False
4,32,kmedoid,3,2.216413736343384,3,9,5,5,0.6553931659118979,0.7653355290242898,False
4,32,kmedoid,4,2.232408285140991,3,9,5,5,0.6013174145738988,0.6934540963359407,False
4,32,random,0,2.0965137481689453,5,9,5,5,0.5696171263894607,0.643104158089749,False
4,32,random,1,2.0138700008392334,9,9,3,3,0.6164265129682998,0.5834499794153973,False
4,32,random,2,2.114154100418091,6,8,4,5,0.6319884726224784,0.6856731165088514,False
4,32,random,3,2.1173737049102783,5,9,5,5,0.6027171675586661,0.6246603540551667,False
4,32,random,4,2.0674891471862793,7,10,5,5,0.5889872375463153,0.6449156031288596,False
4,32,random,5,1.9481481313705444,5,9,5,4,0.5817826265953068,0.5975710168793743,False
4,32,random,6,2.191622257232666,9,10,5,5,0.6120419925895431,0.6631535611362701,False
4,32,random,7,1.8562127351760864,3,10,4,4,0.571243310004117,0.6418279127212845,False
4,32,random,8,1.9231723546981812,6,10,4,4,0.7011939069575958,0.7418690819267187,False
4,32,random,9,2.1465134620666504,6,9,5,5,0.574454508027995,0.5944421572663647,False
4,32,random,10,2.0629093647003174,6,9,3,4,0.6445862494853849,0.7577603952243721,False
4,32,random,11,2.145965099334717,7,9,4,5,0.6936187731576781,0.7466447097571017,False
4,32,random,12,1.9310097694396973,9,10,4,3,0.6262041992589543,0.6616714697406341,False
4,32,random,13,2.205514430999756,5,9,4,4,0.6389872375463153,0.6765747221078634,False
4,32,random,14,2.192047119140625,7,9,4,5,0.6795183202964183,0.7263071222725401,False
4,32,random,15,2.217153310775757,7,9,4,4,0.5639769452449568,0.6558666117743928,False
4,32,random,16,1.8821053504943848,8,8,4,4,0.6161794977356937,0.6260601070399341,False
4,32,random,17,2.130734443664551,10,9,4,5,0.5684438040345821,0.6331823795800742,False
4,32,random,18,2.212205410003662,8,9,5,5,0.5859407163441746,0.6596130094689172,False
4,32,random,19,2.1045584678649902,2,9,4,4,0.584273363524084,0.6852614244545079,False
4,32,matched_random,0,2.0320534706115723,16,10,5,4,0.6419308357348703,0.693989296006587,False
4,32,matched_random,1,2.0034127235412598,12,9,4,3,0.6988266776451214,0.7513791683820503,False
4,32,matched_random,2,1.991176724433899,15,10,5,4,0.6476945244956772,0.6681350349938247,False
4,32,matched_random,3,2.044430732727051,12,9,5,4,0.6783244133388225,0.7433100041169205,False
4,32,matched_random,4,2.00270414352417,13,9,4,3,0.6236311239193084,0.6202140798682585,False
4,32,matched_random,5,2.105015993118286,14,10,5,4,0.5758336764100452,0.601605599011939,False
4,32,matched_random,6,2.405428171157837,14,10,5,5,0.6507822149032523,0.6973651708522025,False
4,32,matched_random,7,2.0708119869232178,14,9,5,4,0.6411074516261837,0.6742280773981062,False
4,32,matched_random,8,2.255204916000366,14,10,5,5,0.6333470564018114,0.668052696582956,False
4,32,matched_random,9,2.0534870624542236,17,9,5,4,0.6120625771922602,0.6683408810209963,False
4,32,matched_random,10,1.9811947345733643,13,9,5,4,0.655907780979827,0.6927542198435569,False
4,32,matched_random,11,2.0342042446136475,15,10,5,4,0.5882461918484974,0.648044462741869,False
4,32,matched_random,12,2.077054977416992,14,9,5,4,0.6919308357348704,0.7295183202964183,False
4,32,matched_random,13,2.329068422317505,14,10,5,5,0.6206875257307534,0.6414573898723755,False
4,32,matched_random,14,2.104658365249634,14,10,5,5,0.6582955948950185,0.7181144503911074,False
4,32,matched_random,15,2.3291521072387695,14,9,5,5,0.631206257719226,0.6514203375874846,False
4,32,matched_random,16,1.9902772903442383,13,10,5,4,0.6418690819267188,0.6779333058871962,False
4,32,matched_random,17,2.1484484672546387,14,10,5,5,0.6068546727048167,0.6275833676410045,False
4,32,matched_random,18,1.9903509616851807,14,10,5,4,0.6736311239193083,0.7219843557019349,False
4,32,matched_random,19,2.002772808074951,12,10,5,4,0.6293948126801152,0.6551255660765748,False
4,64,fps,0,3.2670645713806152,27,10,5,5,0.6196377109921778,0.7145327295183204,False
4,64,fps,1,3.2667226791381836,25,10,5,5,0.6605393165911898,0.7101687937422808,False
4,64,fps,2,3.271618127822876,27,10,5,5,0.6325442568958419,0.6972416632358995,False
4,64,fps,3,3.22300386428833,28,10,5,5,0.5876904075751338,0.7142857142857142,False
4,64,fps,4,3.2280991077423096,27,10,5,5,0.6327912721284479,0.7121037463976945,False
4,64,fps,5,3.16344952583313,24,10,5,5,0.667558666117744,0.7355701934952656,False
4,64,fps,6,3.2821900844573975,28,10,5,5,0.6214491560312886,0.6644709757101689,False
4,64,fps,7,3.2561850547790527,25,10,5,5,0.6057225195553726,0.6493618773157678,False
4,64,fps,8,3.2620797157287598,27,10,5,5,0.626904075751338,0.6903664059283655,False
4,64,fps,9,3.232456684112549,28,10,5,5,0.6354878550843969,0.7113627006998765,False
4,64,fps,10,3.302173137664795,25,10,5,5,0.6258954302181967,0.6876904075751339,False
4,64,fps,11,3.2847108840942383,29,10,5,5,0.6052284890901606,0.69287772745986,False
4,64,fps,12,3.2425973415374756,26,10,5,5,0.6244545080279951,0.6787978592013174,False
4,64,fps,13,3.285926342010498,28,10,5,5,0.6312268423219431,0.6895018526142445,False
4,64,fps,14,3.256791830062866,23,10,5,5,0.7077809798270893,0.7398517908604364,False
4,64,fps,15,3.259535074234009,29,10,5,5,0.6098600247015233,0.6839851790860437,False
4,64,fps,16,3.271545648574829,29,10,5,5,0.6259571840263483,0.6487031700288184,False
4,64,fps,17,3.2375259399414062,27,10,5,5,0.614121037463977,0.6884726224783863,False
4,64,fps,18,3.2377822399139404,26,10,5,5,0.6311033347056402,0.6999176615891313,False
4,64,fps,19,3.191028118133545,26,10,5,5,0.6144298065047344,0.6775627830382873,False
4,64,kmedoid,0,2.4352874755859375,11,10,5,5,0.6382873610539317,0.6797447509263073,False
4,64,kmedoid,1,2.550868511199951,14,10,5,5,0.699629477151091,0.7332647179909427,False
4,64,kmedoid,2,2.424774169921875,11,10,5,5,0.6610951008645534,0.7222725401399753,False
4,64,kmedoid,3,2.459080219268799,12,10,5,5,0.702696582955949,0.7535199670646356,False
4,64,kmedoid,4,2.5074870586395264,14,10,5,5,0.6356525319061341,0.7027995059695348,False
4,64,random,0,2.1617488861083984,11,10,5,5,0.6693701111568546,0.7375463153561136,False
4,64,random,1,2.1637768745422363,10,9,4,5,0.5879785920131742,0.6918896665294361,False
4,64,random,2,2.1951372623443604,17,10,5,5,0.7235693701111569,0.7551667352820091,False
4,64,random,3,2.2262589931488037,10,10,5,5,0.7035817208727871,0.7711815561959655,False
4,64,random,4,2.0879876613616943,18,10,5,4,0.7106010703993413,0.7675174969123096,False
4,64,random,5,2.1984822750091553,10,10,5,5,0.5985796624125155,0.6659530671058048,False
4,64,random,6,2.065812110900879,15,9,5,4,0.6864141622066694,0.7264306298888431,False
4,64,random,7,2.3008761405944824,11,9,5,5,0.6421778509674763,0.7519967064635652,False
4,64,random,8,1.9600889682769775,11,10,4,4,0.6893577603952243,0.7631123919308358,False
4,64,random,9,2.192575454711914,12,9,5,5,0.6168587896253602,0.6782214903252368,False
4,64,random,10,1.9843084812164307,10,10,5,4,0.7077809798270893,0.7736105393165913,False
4,64,random,11,2.0337462425231934,11,10,5,4,0.6481268011527377,0.7051049814738575,False
4,64,random,12,2.4250807762145996,18,9,5,5,0.6733223548785509,0.6910662824207493,False
4,64,random,13,2.140183925628662,17,9,4,5,0.7106010703993413,0.7184438040345821,False
4,64,random,14,2.1113622188568115,15,10,5,5,0.6618567311650885,0.7195553725813092,False
4,64,random,15,2.1282424926757812,15,10,5,5,0.6866611774392755,0.727006998764924,False
4,64,random,16,2.1312708854675293,17,10,5,5,0.725195553725813,0.7567723342939482,False
4,64,random,17,2.193768262863159,11,10,5,5,0.6443186496500617,0.6652943598188555,False
4,64,random,18,2.2222323417663574,20,10,5,5,0.6306504734458624,0.6906957595718404,False
4,64,random,19,2.1398839950561523,11,10,5,5,0.6107863318237958,0.65726636475916,False
4,64,matched_random,0,2.15231990814209,27,10,5,5,0.695944833264718,0.769411280362289,False
4,64,matched_random,1,2.254542112350464,25,10,5,5,0.7213256484149856,0.8057636887608068,False
4,64,matched_random,2,2.2332234382629395,27,10,5,5,0.7375463153561137,0.8044051049814739,False
4,64,matched_random,3,2.15187931060791,28,10,5,4,0.740798682585426,0.788307945656649,False
4,64,matched_random,4,2.3852360248565674,27,10,5,5,0.6505763688760806,0.694977356937011,False
4,64,matched_random,5,2.107600450515747,24,10,5,4,0.6347262247838616,0.6463565253190613,False
4,64,matched_random,6,2.419325828552246,28,10,5,5,0.7078427336352409,0.7656237134623302,False
4,64,matched_random,7,2.1563854217529297,25,10,5,4,0.6820296418279128,0.7179497735693701,False
4,64,matched_random,8,2.1115458011627197,27,10,5,4,0.7119184849732401,0.7699876492383697,False
4,64,matched_random,9,2.225553274154663,28,10,5,4,0.6763277068752573,0.6848909016055991,False
4,64,matched_random,10,2.2278313636779785,25,10,5,5,0.6456360642239605,0.7030876904075751,False
4,64,matched_random,11,2.2814178466796875,29,10,5,5,0.7050226430629889,0.70588719637711,False
4,64,matched_random,12,2.2171502113342285,26,9,4,5,0.6294565664882668,0.6732811856731165,False
4,64,matched_random,13,2.246567964553833,28,10,5,5,0.6806504734458625,0.7112803622890078,False
4,64,matched_random,14,2.2167463302612305,23,9,5,5,0.7021407986825854,0.7517496912309592,False
4,64,matched_random,15,2.25117564201355,29,10,5,5,0.6840881020996294,0.7057225195553726,False
4,64,matched_random,16,2.194249153137207,29,9,5,5,0.6319061342116097,0.654055166735282,False
4,64,matched_random,17,2.20759916305542,27,10,5,5,0.6490736928777274,0.7117743927542199,False
4,64,matched_random,18,2.2048065662384033,26,10,5,5,0.6826060107039934,0.7668587896253601,False
4,64,matched_random,19,2.24830961227417,26,10,5,5,0.6248250308769041,0.6277068752573075,False
4,128,fps,0,3.0370335578918457,50,10,5,5,0.6962536023054755,0.7342939481268012,False
4,128,fps,1,3.0439422130584717,50,10,5,5,0.6792095512556607,0.7242898312062577,False
4,128,fps,2,3.016674518585205,45,10,5,5,0.7136064223960478,0.719761218608481,False
4,128,fps,3,3.022324323654175,45,10,5,5,0.6832235487855085,0.7307533964594483,False
4,128,fps,4,3.032296895980835,51,10,5,5,0.699135446685879,0.7322354878550845,False
4,128,fps,5,3.0129787921905518,45,10,5,5,0.7208727871552079,0.7345821325648415,False
4,128,fps,6,3.038109302520752,49,10,5,5,0.6889872375463153,0.7147797447509264,False
4,128,fps,7,3.0186803340911865,46,10,5,5,0.6876698229724166,0.720296418279127,False
4,128,fps,8,3.037539005279541,48,10,5,5,0.6906751749691231,0.7294771510909839,False
4,128,fps,9,3.0449845790863037,51,10,5,5,0.7050226430629889,0.7445039110745163,False
4,128,fps,10,3.0539817810058594,48,10,5,5,0.69643886372993,0.7172087278715521,False
4,128,fps,11,3.0464868545532227,48,10,5,5,0.6904899135446686,0.70835734870317,False
4,128,fps,12,3.0271358489990234,49,10,5,5,0.6661177439275422,0.7128447920955125,False
4,128,fps,13,3.0335311889648438,48,10,5,5,0.7136681762041992,0.7335529024289831,False
4,128,fps,14,3.0275161266326904,48,10,5,5,0.6848497324001647,0.7279950596953478,False
4,128,fps,15,3.031552314758301,46,10,5,5,0.7064635652531905,0.7219431864965006,False
4,128,fps,16,3.043466806411743,50,10,5,5,0.6833470564018115,0.7047344586249485,False
4,128,fps,17,3.04006028175354,50,10,5,5,0.6946891724989708,0.7180321119802388,False
4,128,fps,18,3.0342600345611572,47,10,5,5,0.7062783038287361,0.7328941951420338,False
4,128,fps,19,3.024726629257202,45,10,5,5,0.7166117743927543,0.7201729106628242,False
4,128,kmedoid,0,2.7065563201904297,30,10,5,5,0.6939275421984356,0.709468917249897,False
4,128,kmedoid,1,2.6811540126800537,32,10,5,5,0.7096541786743515,0.7526965829559489,False
4,128,kmedoid,2,2.6108293533325195,33,10,5,5,0.7013174145738987,0.7270893371757926,False
4,128,kmedoid,3,2.6965882778167725,35,10,5,5,0.702696582955949,0.7249897076986414,False
4,128,kmedoid,4,2.6759419441223145,35,10,5,5,0.7139151914368053,0.7298476739398929,False
4,128,random,0,2.2755634784698486,25,10,5,5,0.6607245780156443,0.7149444215726637,False
4,128,random,1,2.226848602294922,28,10,5,5,0.7035817208727871,0.7103746397694524,False
4,128,random,2,2.1934876441955566,25,10,5,5,0.6735076163030054,0.702964182791272,False
4,128,random,3,2.337430477142334,24,10,5,5,0.730712227254014,0.8104158089748867,False
4,128,random,4,2.179191827774048,23,10,5,5,0.6924866200082338,0.7455331412103746,False
4,128,random,5,2.4166617393493652,24,9,5,5,0.7150473445862495,0.7533964594483327,False
